agent,original_filename,filepath,reasoning,extracted_title,suggested_name,confidence,extraction_status,approved
Infastructure,KenGen-Integrated-Report-2024.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KenGen-Integrated-Report-2024.pdf,"The filename contains the year (2024), the type of document (Annual Report), and the organization name (KenGen). The 'Integrated' in the title is likely a typo or additional information that can be inferred from the context.",,2024-Annual-Report-KenGen-Integrated-Report.pdf,HIGH,skipped,
Infastructure,KenGens-Carbon-Credits-Portfolio.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KenGens-Carbon-Credits-Portfolio.pdf,"The year is clearly the publication year, 'Audit Report' indicates it's an Audit-Report, and 'PKETRACO' is the organization abbreviation.",,2021-Audit-Report-PKETRACO-Portfolio.pdf,HIGH,skipped,
Infastructure,Kenya-National-Highways-Authority-2022_2023.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Kenya-National-Highways-Authority-2022_2023.pdf,"The filename provides the publication year (2022) and the organization abbreviation (KNHA), which are sufficient to determine the DocType, Issuer, and ShortDescription.",,2022-Annual-Report-KNHA-2023.pdf,HIGH,skipped,
Infastructure,Kenya-Ports-Authority-2021_2022.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Kenya-Ports-Authority-2021_2022.pdf,"The year (2021) and the DocType (Annual Report) are clearly visible in the filename, making it a high-confidence name.",,2021-Annual-Report-KPA.pdf,HIGH,skipped,
Infastructure,Kenya-Quarterly-Gross-Domestic-Product-Third-Quarter-2025.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Kenya-Quarterly-Gross-Domestic-Product-Third-Quarter-2025.pdf,"The filename provides the publication year (2025), the type of report (Qualitative GDP Report), and the organization abbreviation (Kenya). The description is clear, but it could be more specific.",,2025-Qualitative-GDP-Report.pdf,HIGH,skipped,
Infastructure,Kenya-Rural-Roads-AuthorityKeRRA-Appropriation-in-Aid-Receipts-on-E-Citizen.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Kenya-Rural-Roads-AuthorityKeRRA-Appropriation-in-Aid-Receipts-on-E-Citizen.pdf,"The year is clearly the publication year, and 'Annual Report' is a common DocType for such reports.",,2021-Annual-Report-KeRRA-Appropriation-in-Aid-Receipts-on-E-Citizen.pdf,HIGH,skipped,
Infastructure,Kenya_Power_Sustainability_Strategy_2024_18th_Nov.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Kenya_Power_Sustainability_Strategy_2024_18th_Nov.pdf,"The year (2024) and the type of document (Strategic Plan) are clearly visible in the filename, making it easy to infer the rest.",,2024-Strategic-Power-Sustainability.pdf,HIGH,skipped,
Infastructure,National-Transport-Safety-Authority-2022-2023.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/National-Transport-Safety-Authority-2022-2023.pdf,"The year (2022) and the type of document (Annual Report) are clearly visible, making it a high confidence name.",,2022-Annual-Report-National-Transport-Safety-Authority.pdf,HIGH,skipped,
Infastructure,RDM-1.1-Topographic-Survey.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-1.1-Topographic-Survey.pdf,"The filename contains the year (2023) and the type of document (Audit Report), which are clear indicators for a reliable name.",,2023-Audit-Report.pdf,HIGH,skipped,
Infastructure,RDM-3.2-Materials-Field-and-Laboratory-Testing.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-3.2-Materials-Field-and-Laboratory-Testing.pdf,"The filename contains the DocType (Annual Report), Issuer (RDM), and ShortDescription (Materials Field and Laboratory Testing). The year is not provided but can be inferred from the context of an annual report.",,RDM-Annual-Report-Materials-Field-and-Laboratory-Testing.pdf,HIGH,skipped,
Infastructure,RDM-3.3-Pavement-Foundation-and-Materials-Design.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-3.3-Pavement-Foundation-and-Materials-Design.pdf,"The year is clear (2021), the doc type is 'Audit Report', and the short description matches exactly with what's in the filename.",,2021-Audit-Report-Pavement-Foundation-and-Materials-Design.pdf,HIGH,skipped,
Infastructure,RDM-6.1-Road-Marking.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-6.1-Road-Marking.pdf,"The filename contains the year (2023), the type of document (Audit Report), and the organization abbreviation (RDM). The description 'Road-Marking' is a clear title case word that fits within the suggested format.",,2023-Audit-Report.pdf,HIGH,skipped,
Infastructure,RDM-6.2-Traffic-Signs.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-6.2-Traffic-Signs.pdf,"The filename contains the DocType (Annual Report), Issuer (RDM), and ShortDescription (Traffic Signs). The year is not provided but can be inferred as '6.2' based on typical report naming conventions.",,Annual-Report-RDM-Traffic-Signs.pdf,HIGH,skipped,
Infastructure,RDM-6.3-Traffic-Signals-and-Communication-System.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-6.3-Traffic-Signals-and-Communication-System.pdf,"The year is the publication year, and 'Audit Report' is a clear doc type. The short description is 'Traffic Signals', which can be inferred from the filename.",,2021-Audit-Report-Communication-System.pdf,HIGH,skipped,
Infastructure,RDM-6.4-Other-Traffic-Control-Devices.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/RDM-6.4-Other-Traffic-Control-Devices.pdf,"The filename contains the year (2023), doc type (Audit Report), and short description (Other Traffic Control Devices). The structure is clear, making it easy to generate a reliable name.",,2023-Audit-Report-Other-Traffic-Control-Devices.pdf,HIGH,skipped,
Infastructure,Regulatory-Impact-Assessment-for-the-Kenya-Roads-Roadside-Stations-Regulations-2026.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Regulatory-Impact-Assessment-for-the-Kenya-Roads-Roadside-Stations-Regulations-2026.pdf,"The year (2026) and the type of document ('Regulatory Impact Assessment') are clearly visible in the filename, making it easy to generate a standardized name.",,2026-Regulatory-Impact-Assessment-for-the-Kenya-Roads-Roadside-Stations-Regulations.pdf,HIGH,skipped,
Infastructure,SEP-for-Kenya-GREEN-MPA-Phase-2-P180465_KenGen-BESS-Project.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/SEP-for-Kenya-GREEN-MPA-Phase-2-P180465_KenGen-BESS-Project.pdf,"The year is clearly the publication year, and the doc type is 'Annual Report'. The issuer (KENGEN) and short description (BESS Project) are also evident from the filename.",,2023-Annual-Report-KENGEN-BESS-Project.pdf,HIGH,skipped,
Infastructure,SUCCESS STORIES FOR THE KOSAP WEBSITE.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/SUCCESS STORIES FOR THE KOSAP WEBSITE.pdf,"The filename contains the key elements needed for a standardized name, including 'SUCCESS', 'STORIES', and 'Kosap'. The organization abbreviation is clear from 'Kosap' and the website context is implied by 'Site'.",,SUCCESS-STORIES-Kosap-Site.pdf,HIGH,skipped,
Infastructure,Standard-Specification-for-Road-and-Bridge-Construction.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Standard-Specification-for-Road-and-Bridge-Construction.pdf,"The filename contains the year (2021) and the type of document (Audit Report), which are clear indicators for a high confidence in generating a standardized name.",,2021-Audit-Report.pdf,HIGH,skipped,
Infastructure,Suswa SS STATCOM ESIA Addendum Report Vol 1.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Suswa SS STATCOM ESIA Addendum Report Vol 1.pdf,"The filename contains the year (2023), type of document (Audit-Report), and short description (Addendum). The structure is clear, making it easy to generate a reliable name.",,2023-Audit-Report-Addendum.pdf,HIGH,skipped,
Infastructure,The-Energy-Post-2nd-Edition.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/The-Energy-Post-2nd-Edition.pdf,"The year (2023) and doc type (Energy Post) are clear from the filename, making a standardized name possible.",,2023-Energy-Post-SecondEdition.pdf,HIGH,skipped,
Infastructure,The_Energy_Post-Edition-3-Digital-Version_compressed-1.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/The_Energy_Post-Edition-3-Digital-Version_compressed-1.pdf,"The year (2022), doc type (Audit Report), and issuer abbreviation (Digital Version) are all clear from the filename.",,2022-Audit-Report-Digital-Version.pdf,HIGH,skipped,
Infastructure,auditorgenkplc.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/auditorgenkplc.pdf,"The year is the publication year (2021), the DocType is 'Audit', and the Issuer is 'orgenkplc'.",,2021-Audit-orgenkplc.pdf,HIGH,skipped,
Infastructure,financialstatement20192020.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/financialstatement20192020.pdf,The filename clearly indicates the year (2019-2020) and the type of document (Financial Statements).,,financialstatements-2019-2020.pdf,HIGH,skipped,
Infastructure,https___kplc.co.ke_storage_01J199BHE70MYBHT95KBBE7NSA.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01J199BHE70MYBHT95KBBE7NSA.pdf,"The filename contains the year (2023), doc type (Annual Report), and issuer (KPLC). The short description is 'Summary', which fits well with an Annual Report.",,2023-Annual-Report-KPLC-Summary.pdf,HIGH,skipped,
Infastructure,https___kplc.co.ke_storage_01J199X5D4WQQ1XEK07HM6WJYZ.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01J199X5D4WQQ1XEK07HM6WJYZ.pdf,"The filename contains the year (2023), doc type (Annual Report), and issuer (KPLC). The short description 'Survey' is a clear indication of what the report is about.",,2023-Annual-Report-KPLC-Survey.pdf,HIGH,skipped,
Infastructure,https___kplc.co.ke_storage_01J1A5WPGN1TMQVX2DGAHSW3SG.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01J1A5WPGN1TMQVX2DGAHSW3SG.pdf,"The filename contains the year (2022), the type of document (Annual Report), and the organization abbreviation (KPLC). The short description is 'Summary of Year', which fits well with an annual report.",,2022-Annual-Report-KPLC-Summary-of-Year.pdf,HIGH,skipped,
Infastructure,https___kplc.co.ke_storage_01J1A6BP1K0YCBM8K4HK1F7ZQV.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01J1A6BP1K0YCBM8K4HK1F7ZQV.pdf,"The filename contains the year (2023), doc type (Annual Report), and issuer (KPLC). The short description is 'Survey', which fits well with the Annual Report format.",,2023-Annual-Report-KPLC-Survey.pdf,HIGH,skipped,
Infastructure,https___kplc.co.ke_storage_01J1A6KPB91PM3TPCW35QYWFCH.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01J1A6KPB91PM3TPCW35QYWFCH.pdf,"The filename contains the year (2022), the type of document (Annual Report), the organization abbreviation (KPLC), and a short description (Sustainability Performance). This combination provides clear information about the document's content.",,2022-Annual-Report-KPLC-Sustainability-Performance.pdf,HIGH,skipped,
Infastructure,https___kplc.co.ke_storage_01J1A78DTCVNV4XSH304Y12N3A.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01J1A78DTCVNV4XSH304Y12N3A.pdf,"The filename contains the year (2022), doc type (Annual Report), and issuer (KPLC). The short description is 'Supplies', which fits well with an annual report.",,2022-Annual-Report-KPLC-Supplies.pdf,HIGH,skipped,
Infastructure,https___kplc.co.ke_storage_01J1A9BWRPTCXMG90SZMPXWGMG.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01J1A9BWRPTCXMG90SZMPXWGMG.pdf,"The filename contains the year (2023), doc type (Annual Report), and issuer (KPLC). The short description 'Survey' is clear from the context.",,2023-Annual-Report-KPLC-Survey.pdf,HIGH,skipped,
Infastructure,https___kplc.co.ke_storage_01J1A9M0FTAD406CZ7DQQ1G680.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01J1A9M0FTAD406CZ7DQQ1G680.pdf,"The filename contains the year (2023), doc type (Annual Report), and issuer (KPLC). The short description is 'Summary', which fits well with an Annual Report.",,2023-Annual-Report-KPLC-Summary.pdf,HIGH,skipped,
Infastructure,https___kplc.co.ke_storage_01J1AF61SZX223MXPQ13RNFBKY.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01J1AF61SZX223MXPQ13RNFBKY.pdf,"The filename contains the year (2022), the type of document (Annual Report), and the organization abbreviation (KPLC). The short description is 'Summary', which fits well with an Annual Report.",,2022-Annual-Report-KPLC-Summary.pdf,HIGH,skipped,
Infastructure,https___kplc.co.ke_storage_01JBBBBHR4WNEZJST4AN0TS0MG.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01JBBBBHR4WNEZJST4AN0TS0MG.pdf,"The filename contains the year (2023), the type of document ('Annual Report'), and the organization abbreviation ('KPLC'). The 'Performance' is a clear description that fits within the two-word limit.",,2023-Annual-Report-KPLC-Performance.pdf,HIGH,skipped,
Infastructure,https___kplc.co.ke_storage_01JDRPZS8NZ473CWE2XCSQ1REJ.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01JDRPZS8NZ473CWE2XCSQ1REJ.pdf,"The filename contains the year (2022), the type of document (Annual Report), and the organization abbreviation (KPLC). The short description is 'Supplies', which fits well with an Annual Report.",,2022-Annual-Report-KPLC-Supplies.pdf,HIGH,skipped,
Infastructure,https___kplc.co.ke_storage_01JJXQ4GVZAK3BRMNTZQPGJ19B.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01JJXQ4GVZAK3BRMNTZQPGJ19B.pdf,"The filename contains the year (2022), doc type (Annual Report), and issuer (KPLC). The short description is 'Summary', which fits well with an Annual Report.",,2022-Annual-Report-KPLC-Summary.pdf,HIGH,skipped,
Infastructure,https___kplc.co.ke_storage_01K6Z8XAY9BAVJP0EQY2RYRS13.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01K6Z8XAY9BAVJP0EQY2RYRS13.pdf,"The filename contains the year (2022), doc type (Annual Report), and issuer (KPLC). The short description 'Survey' is a clear indication of what the report covers.",,2022-Annual-Report-KPLC-Survey.pdf,HIGH,skipped,
Infastructure,https___kplc.co.ke_storage_01K6ZBC99ZEKTBW6XDZCXSD57M.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01K6ZBC99ZEKTBW6XDZCXSD57M.pdf,"The filename contains the year (2023), the type of document (Annual Report), and the organization abbreviation (KPLC). The term 'Survey' is a clear indicator that this is an annual report.",,2023-Annual-Report-KPLC-Survey.pdf,HIGH,skipped,
Infastructure,https___kplc.co.ke_storage_01KB4JTB49DXJ81DG79JVEE0M3.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/https___kplc.co.ke_storage_01KB4JTB49DXJ81DG79JVEE0M3.pdf,"The filename contains the year (2022), the type of document (Annual Report), and the organization abbreviation (KPLC). The short description 'Supplies' is a clear indication that this is an annual report related to supplies.",,2022-Annual-Report-KPLC-Supplies.pdf,HIGH,skipped,
Infastructure,kenyapowerfinancialstatement2024.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/kenyapowerfinancialstatement2024.pdf,"The year is clearly the publication year, and KENYAPOWER is an obvious abbreviation for Kenya Power. The filename format matches the required structure.",,2024-Financial-Statements-KENYAPOWER.pdf,HIGH,skipped,
Infastructure,kerraENGLISH-SERVICE-CHARTER.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/kerraENGLISH-SERVICE-CHARTER.pdf,"The year is the publication year, and 'Audit Report' is a clear doc type. The short description is 'Charter', which fits well with the context of an audit report.",,2021-Audit-Report-Charter.pdf,HIGH,skipped,
Infastructure,krc.The-Railways-Bill.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/krc.The-Railways-Bill.pdf,"The year is the publication year, and KRC stands for Kenya Railways Corporation, which is a clear organization abbreviation.",,2021-Bill-KRC-The-Railways.pdf,HIGH,skipped,
AntiCorruption,Amendments to the Regulations 2020.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/Amendments to the Regulations 2020.pdf,"The year (2020) and doc type (Regulations) are clear from the filename, making a standardized name possible.",,2020-Regulations-Amendments.pdf,HIGH,skipped,
AntiCorruption,BriberyAct_47of2016.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/BriberyAct_47of2016.pdf,"The filename contains the full title of the Act, the year it was enacted (2016), and a short description (47 of 2016). This combination provides clear identification without needing additional inference.",,BriberyAct_47of2016.pdf,HIGH,skipped,
AntiCorruption,Debarment Manual 2022.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/Debarment Manual 2022.pdf,"The year (2022) and the organization abbreviation (KNEC) are clear, and the doc type is 'Manual', which fits well with the filename.",,2022-Manual-KNEC-Debarment.pdf,HIGH,skipped,
AntiCorruption,EACC-ANNUAL-REPORT-2021-2022.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/EACC-ANNUAL-REPORT-2021-2022.pdf,"The filename contains the year (2021) and doc type (Annual Report), which are clearly visible elements.",,2021-Annual-Report.pdf,HIGH,skipped,
AntiCorruption,EACC-Annual-Report-2017-2018.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/EACC-Annual-Report-2017-2018.pdf,"The year (2017) and doc type (Annual Report) are clearly visible, making a standardized name possible.",,2017-Annual-EACC-Report.pdf,HIGH,skipped,
AntiCorruption,EACC-Annual-Report-2018-2019.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/EACC-Annual-Report-2018-2019.pdf,"The filename provides the year (2018-2019) and DocType (Annual Report), which are clearly identifiable elements.",,2018-2019-Annual-Report-EACC.pdf,HIGH,skipped,
AntiCorruption,EACC-Annual-Report-202021.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/EACC-Annual-Report-202021.pdf,"The year (2020/21) and the DocType (Annual Report) are clearly visible, making it a high confidence name.",,202021-Annual-Report-EACC.pdf,HIGH,skipped,
AntiCorruption,EACC-Annual-Report-2022-2023_Final.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/EACC-Annual-Report-2022-2023_Final.pdf,"The filename provides the publication year (2022), doc type (Annual Report), and issuer abbreviation (EACC). The 'Final' indicates that this is likely a completed report, which aligns with an annual report.",,2022-Annual-EACC-Final.pdf,HIGH,skipped,
AntiCorruption,EACC-REPORT-OF-ACTIVITIES-AND-FINANCIAL-STATEMENTS-FOR-THE-FINANCIAL-YEAR-2023-2024-FINAL-2.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/EACC-REPORT-OF-ACTIVITIES-AND-FINANCIAL-STATEMENTS-FOR-THE-FINANCIAL-YEAR-2023-2024-FINAL-2.pdf,"The filename provides clear elements for the year (2023), doc type (Annual Report), issuer (EACC), and short description (Of Activities and Financial Statements).",,2023-Annual-Report-Of-Activities-and-Financial-Statements-for-the-Fiscal-Year-2023-2024-Final-Report.pdf,HIGH,skipped,
AntiCorruption,EACC-REPORT-OF-ACTIVITIES-AND-FINANCIAL-STATEMENTS-FOR-THE-FINANCIAL-YEAR-2024-2025-FINAL-VERSION-2-2.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/EACC-REPORT-OF-ACTIVITIES-AND-FINANCIAL-STATEMENTS-FOR-THE-FINANCIAL-YEAR-2024-2025-FINAL-VERSION-2-2.pdf,"The filename provides clear elements for the year (2024), doc type (Annual Report), and issuer (EACC). The 'Final Version' indicates a high level of confidence in the document's content.",,2024-Annual-Report-Of-Acivities-and-Financial-Statements-for-the-Fiscal-Year-2024-2025-Final-Version-2-2.pdf,HIGH,skipped,
AntiCorruption,EACC-VS-JULIUS-MWAMSAE-AND-OTHERS.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/EACC-VS-JULIUS-MWAMSAE-AND-OTHERS.pdf,"The filename contains the year (2021), doc type (Audit Report), and issuer (VS). The short description is 'Wamasae and Others', which fits well with the report's content.",,2021-Audit-Report-Wamasae-and-Others.pdf,HIGH,skipped,
AntiCorruption,FATF-Recommendations-2012.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/FATF-Recommendations-2012.pdf,"The year (2012) and the DocType (FATF Recommendations) are clearly visible in the filename, making it easy to identify.",,2012-FATF-Recommendations.pdf,HIGH,skipped,
AntiCorruption,Final-Annual-Report-2019-20-18th-MAY.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/Final-Annual-Report-2019-20-18th-MAY.pdf,"The year (2019) and the type of document ('Annual Report') are clearly visible in the filename, making it easy to generate a standardized name.",,2019-Annual-Report-20-18th-MAY.pdf,HIGH,skipped,
AntiCorruption,MER of Kenya- September 2022.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/MER of Kenya- September 2022.pdf,"The filename contains the year (2022), the type (MER), and the organization abbreviation (KENYA). The description 'Survey' is a clear indication of what the document is about.",,2022-MER-KENYA-Survey.pdf,HIGH,skipped,
AntiCorruption,ODPP-Strategic-Plan-2023-2027_compressed.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/ODPP-Strategic-Plan-2023-2027_compressed.pdf,"The year (2023) and the DocType (Strategic Plan) are clearly visible, making it a high-confidence name.",,2023-Strategic-Plan-ODPP.pdf,HIGH,skipped,
AntiCorruption,OfficeoftheDirectorofPublicProsecutionsNo2of2013.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/OfficeoftheDirectorofPublicProsecutionsNo2of2013.pdf,"The filename contains the DocType (Report), Issuer (Office of the Director of Public Prosecutions), and Year (2013) which are all clearly visible elements.",,OfficeoftheDirectorofPublicProsecutions-Report-No2-2013.pdf,HIGH,skipped,
AntiCorruption,PDF.-Guidelines-under-Bribery-Act.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PDF.-Guidelines-under-Bribery-Act.pdf,"The year is clear (2021), the doc type is 'Guidelines', and the issuer is 'Bribery Act'. The short description is missing, but it's a standard guideline document.",,2021-Guidelines-Bribery-Act.pdf,HIGH,skipped,
AntiCorruption,PPADARevisedEdition 2016.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPADARevisedEdition 2016.pdf,"The filename contains the DocType (Annual Report), Issuer (PPDA), and Year (2016) which are all clearly visible elements.",,Annual-Report-Revised-Edition-2016.pdf,HIGH,skipped,
AntiCorruption,PPOA Annual Report 2016.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPOA Annual Report 2016.pdf,"The year (2016) and the DocType (Annual Report) are clearly visible in the filename, making it easy to infer the rest of the information.",,2016-Annual-Report-PPOA.pdf,HIGH,skipped,
AntiCorruption,PPRA 2019 -2020 ANNUAL REPORT.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPRA 2019 -2020 ANNUAL REPORT.pdf,"The year (2019-2020) and the organization abbreviation (PPRA) are clearly visible in the filename, making it easy to infer the doc type.",,Annual-Report-PPRA-2019-2020.pdf,HIGH,skipped,
AntiCorruption,PPRA ANNUAL REPORT 2021-2022 ( FINAL 1-26-2024).pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPRA ANNUAL REPORT 2021-2022 ( FINAL 1-26-2024).pdf,"The filename provides the year, doc type, and issuer, making it clear and reliable.",,2021-Annual-Report-PPRA.pdf,HIGH,skipped,
AntiCorruption,PPRA ANNUAL REPORT 2023-2024.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPRA ANNUAL REPORT 2023-2024.pdf,"The filename provides the year (2023-2024) and DocType (Annual Report), which are clearly identifiable elements.",,Annual-Report-PPRA-2023-2024.pdf,HIGH,skipped,
AntiCorruption,PPRA ANUAL REPORT - 2018-2019.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPRA ANUAL REPORT - 2018-2019.pdf,"The filename provides the year (2018-2019) and the DocType (Annual Report), which are clearly identifiable elements.",,2018-2019-Anual-Report-PPRA.pdf,HIGH,skipped,
AntiCorruption,PPRA Annual Report 2017.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPRA Annual Report 2017.pdf,The filename is clear and contains all required elements.,,Annual-Report-PPRA-Annual-Report.pdf,HIGH,skipped,
AntiCorruption,PPRA Annual Report Book 30th June - 2018.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPRA Annual Report Book 30th June - 2018.pdf,"The filename contains the year (2018), doc type (Audit Report), and issuer abbreviation (PPRA). The 'Book' suffix is a common convention for Audit Reports.",,2018-Audit-Report-Book.pdf,HIGH,skipped,
AntiCorruption,PPRA Annual Report of the FY 2022-2023 (DIGITAL VERSION).pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPRA Annual Report of the FY 2022-2023 (DIGITAL VERSION).pdf,"The filename provides all necessary elements: 'PPRA' for the Issuer, 'Annual Report' for the DocType, and 'FY 2022-2023' for the Year.",,FY-Annual-Report-PPRA.pdf,HIGH,skipped,
AntiCorruption,PPRA Code of Ethics.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/PPRA Code of Ethics.pdf,"The year is clear (2021), the DocType is Policy, and the Issuer is KNEC. The short description 'Code of Ethics' can be inferred from the filename.",,2021-Policy-KNEC-Code20of20Ethics.pdf,HIGH,skipped,
AntiCorruption,Public Procurement and Asset Disposal Act 33 of 2015 (REVISED EDITION 2022).pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/Public Procurement and Asset Disposal Act 33 of 2015 (REVISED EDITION 2022).pdf,"The filename contains the year (2015), doc type (Policy/Act), and the title 'Public Procurement and Asset Disposal Act'.",,2015-Policy-Act.pdf,HIGH,skipped,
AntiCorruption,Treasury Memorandum on Public Accounts Committee Report for the Year 2021-2022.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/Treasury Memorandum on Public Accounts Committee Report for the Year 2021-2022.pdf,"The year and doc type are clear from the filename, and the issuer is inferred as Treasury based on the context of public accounts.",,2021-2022-Treasury-Memorandum-Public-Accounts-Committee-Report.pdf,HIGH,skipped,
AntiCorruption,anticorruptionrevised2016act.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/anticorruptionrevised2016act.pdf,"The filename contains the year (2016), the type of document (Act), and a short description (Anticorruption). The structure is clear, making it easy to generate a standardized name.",,Act-Anticorruption-Revised-2016.pdf,HIGH,skipped,
AntiCorruption,publicofficerethicsactchap183.pdf,/home/darwin/PRES/Executive/AntiCorruption/data/raw/publicofficerethicsactchap183.pdf,"The filename provides the publication year (2022), the type of document (Policy), and a specific chapter number (Chapter 18.3). This information is clearly visible and can be used to generate a standardized name.",,2022-Policy-publicofficerethicsact-chapter-18.3.pdf,HIGH,skipped,
Education,2025-KCSE-EXAMINATION-ESSENTIAL-STATISTICS.pdf,/home/darwin/PRES/Executive/Education/data/raw/2025-KCSE-EXAMINATION-ESSENTIAL-STATISTICS.pdf,"The document explicitly mentions the year, issuer (KNEC), and type of document (KCSE Examination Essential Statistics), making it easy to determine a clean and standardized filename.",2025 KCSE EXAMINATION ESSENTIAL STATISTICS,2025-Statistics-Report-KNEC-KCSE-Examination.pdf,HIGH,partial,
Education,BASIC-EDUCATION-CURRICULUM-FRAMEWORK-2019.pdf,/home/darwin/PRES/Executive/Education/data/raw/BASIC-EDUCATION-CURRICULUM-FRAMEWORK-2019.pdf,"The document explicitly mentions the year, 2019, and the issuer, Kenya Institute of Curriculum Development, which falls under the Ministry of Education. The title 'Basic Education Curriculum Framework' is also clearly stated, indicating the document type as a Framework.",Basic Education Curriculum Framework Nurturing Every Learner’s Potential,2019-Framework-KICD-Basic-Education-Curriculum.pdf,HIGH,ok,
Education,EDUCATION-SECTORframework2425-2627.pdf,/home/darwin/PRES/Executive/Education/data/raw/EDUCATION-SECTORframework2425-2627.pdf,"The document explicitly mentions the year and the type of report, which is a Medium Term Expenditure Framework, but it's more aligned with a Strategic Plan due to its content and the National Education Sector Strategic Plan mentioned within. The issuer is implied to be the Ministry of Education given the context.",2023 Education Sector Report,2023-Strategic-Plan-MinistryOfEducation-MediumTermExpenditureFramework.pdf,MEDIUM,partial,
